url;judul_singkat;konten;judul;label;ringkasan;tanggal
https://turnbackhoax.id/articles?category=kesehatan&page=8;[SALAH] Wabah Mpox Sudah Menyebar ke Manado;So di Manado dia gais …. Please pake masker,...;[SALAH] Wabah Mpox Sudah Menyebar...;Kesehatan;So di Manado dia gais …....;23/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=8;[PENIPUAN] Rosianna Silalahi Promosi Ramuan Hipertensi;Jika Anda menghadapi penyakit kardiovaskular, gunakan metode unik ini...;[PENIPUAN] Rosianna Silalahi Promosi Ramuan...;Kesehatan;Jika Anda menghadapi penyakit kardiovaskular, gunakan...;23/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=8;[SALAH] Video Khofifah Mempromosikan Obat Radang Sendi;Sekarang ada banyak hoax di Internet, tapi yang saya...;[SALAH] Video Khofifah Mempromosikan Obat...;Kesehatan;Sekarang ada banyak hoax di Internet,...;20/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=8;[SALAH]: Ahli Farmasi menempatkan bahan penyebab kanker...;Ilmuan farmasi besar mengaku: mereka menempatkan bahan kimia penyebab...;[SALAH]: Ahli Farmasi menempatkan bahan...;Kesehatan;Ilmuan farmasi besar mengaku: mereka menempatkan...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=8;[SALAH]: Minuman herbal bisa menggantikan cuci darah...;Gagal Ginjal? Stop Cuci Darah;[SALAH]: Minuman herbal bisa menggantikan...;Kesehatan;Gagal Ginjal? Stop Cuci Darah;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH]: Pijat di kaki bisa sembuhkan sesak...;Pijat Syaraf Kejepit;[SALAH]: Pijat di kaki bisa...;Kesehatan;Pijat Syaraf Kejepit;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] Moderna Mengakui Vaksin Covid-19 Menyebabkan Kanker;”Kebenaran akan mencari Jalan nya sendiri” Moderna telah mengakui...;[SALAH] Moderna Mengakui Vaksin Covid-19...;Kesehatan;”Kebenaran akan mencari Jalan nya sendiri”...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] 74 Persen Orang Meninggal Akibat Vaksin...;tujuh puluh empat orang yang meninggal mendadak itu diakibatkan...;[SALAH] 74 Persen Orang Meninggal...;Kesehatan;tujuh puluh empat orang yang meninggal...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[BELUM TERBUKTI] Air Rebusan Arang Dapat Sembuhkan...;Untuk membuat ramuan dari arang untuk asam lambung caranya...;[BELUM TERBUKTI] Air Rebusan Arang...;Kesehatan;Untuk membuat ramuan dari arang untuk...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] Penemuan Kasus Mpox di RS Siloam...;Pasien Cacar Monyet sudah ada di Kota Ambon, saat...;[SALAH] Penemuan Kasus Mpox di...;Kesehatan;Pasien Cacar Monyet sudah ada di...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] Penemuan Mpox di Bali;Sudah masuk di Bali. Pemerintah Australia mengeluarkan Travel Warning...;[SALAH] Penemuan Mpox di Bali;Kesehatan;Sudah masuk di Bali. Pemerintah Australia...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[BELUM TERBUKTI] Mengkonsumsi kuaci dapat mengurangi kontraksi;Sya waktu hamil mendekati hplku seringka jg mkan kuaci...;[BELUM TERBUKTI] Mengkonsumsi kuaci dapat...;Kesehatan;Sya waktu hamil mendekati hplku seringka...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] Cara Mudah Cek Kesehatan dengan Sendok...;Cara Mudah Cek Kesehatan Organ Dalam dengan Sendok Makan,...;[SALAH] Cara Mudah Cek Kesehatan...;Kesehatan;Cara Mudah Cek Kesehatan Organ Dalam...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[BELUM TERBUKTI] Minum Jus Lemon dan Minyak...;“Kanker bukanlah penyakit yang berbahaya! Dr. Gupta mengatakan, “tidak...;[BELUM TERBUKTI] Minum Jus Lemon...;Kesehatan;“Kanker bukanlah penyakit yang berbahaya! Dr....;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=9;[SALAH] Konsumsi Seduhan Biji Alpukat yang Diparut...;“Ternyata biji alpukat manfaatnya sebagus itu untuk batu ginjal,...;[SALAH] Konsumsi Seduhan Biji Alpukat...;Kesehatan;“Ternyata biji alpukat manfaatnya sebagus itu...;18/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH] “Sudah Ada 1 Pasien Monkeypox di...;Beredar sebuah foto di aplikasi percakapan Whatsapp dengan narasi...;[SALAH] “Sudah Ada 1 Pasien...;Kesehatan;Beredar sebuah foto di aplikasi percakapan...;11/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[BELUM TERBUKTI] Seorang Pasien di RSUD Abepura...;Syalom Selamat pagi semua keluarga besar . Jgn lupa...;[BELUM TERBUKTI] Seorang Pasien di...;Kesehatan;Syalom Selamat pagi semua keluarga besar...;10/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH]: Prof. Budi Indarto sarankan cuci ginjal...;Alhamdulillah …… . Ternyata Biaya untuk Cuci Ginjal kurang...;[SALAH]: Prof. Budi Indarto sarankan...;Kesehatan;Alhamdulillah …… . Ternyata Biaya untuk...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[Belum Terbukti]: Pijat area jempol dapat menyembuhkan...;Dua titik pijat untuk mata rabun, pandangan tidak jelas.;[Belum Terbukti]: Pijat area jempol...;Kesehatan;Dua titik pijat untuk mata rabun,...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH] Wabah Mpox Mencapai Papua Nugini dan...;“Wabah mpox di PNG Virus Mpox baru menyebar secara...;[SALAH] Wabah Mpox Mencapai Papua...;Kesehatan;“Wabah mpox di PNG Virus Mpox...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH]: Peringatan IDI terhadap wabah pengerasan otak...;Tolong disebar luas kan Mohon ijin info Ikatan Dokter...;[SALAH]: Peringatan IDI terhadap wabah...;Kesehatan;Tolong disebar luas kan Mohon ijin...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH]: Mengetahui usia Paru-paru dengan menahan nafas;Usia Paru-paru kamu berapa hayoo?? Ikutan tes ini ya...;[SALAH]: Mengetahui usia Paru-paru dengan...;Kesehatan;Usia Paru-paru kamu berapa hayoo?? Ikutan...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH] Pesan Whatsapp : Bupati Brebes Terkena...;“Jaga kesehatan utk dulurs ku kabeh ….. Virus Monyet...;[SALAH] Pesan Whatsapp : Bupati...;Kesehatan;“Jaga kesehatan utk dulurs ku kabeh...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH]: Frekuensi dapat menyembuhkan penyakit;Jika seseorang sedang sakit bisa dipastikan sistem frekuensi dalam...;[SALAH]: Frekuensi dapat menyembuhkan penyakit;Kesehatan;Jika seseorang sedang sakit bisa dipastikan...;09/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=10;[SALAH]: Tanaman Tapak Dara dapat menyembuhkan kanker;TIDAK PERLU OPERASI DAN KEMO, AMPUH TUNPAS SEL KANKER...;[SALAH]: Tanaman Tapak Dara dapat...;Kesehatan;TIDAK PERLU OPERASI DAN KEMO, AMPUH...;08/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH ] Obati Diabetes Dengan Rebusan Bawang...;Jika Anda seorang penderita diabetes, tonton saja video ini…;[SALAH ] Obati Diabetes Dengan...;Kesehatan;Jika Anda seorang penderita diabetes, tonton...;06/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] Pemerintah Menggunakan Vaksin Eksperimental untuk Mencegah...;“Bersiaplah untuk omong kosong vaksin berikutnya, rezim sudah menyiapkan...;[SALAH] Pemerintah Menggunakan Vaksin Eksperimental...;Kesehatan;“Bersiaplah untuk omong kosong vaksin berikutnya,...;04/09/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[PENIPUAN] Wawancara Najwa Shihab dengan dr. Isman...;“ Jika Anda menghadapi penyakit kardiovaskular, gunakan metode unik...;[PENIPUAN] Wawancara Najwa Shihab dengan...;Kesehatan;“ Jika Anda menghadapi penyakit kardiovaskular,...;31/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] BAHAN-BAHAN HASIL REKAYASA GMF MENGANDUNG RACUN...;"""Berita Mengerikan Akhirnya Dibuka Untuk Publik : :us::us::us::us::us::us::us::us::us::us::us: Amerika...";[SALAH] BAHAN-BAHAN HASIL REKAYASA GMF...;Kesehatan;"""Berita Mengerikan Akhirnya Dibuka Untuk Publik...";31/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] Coca-Cola Bahaya Untuk Kesehatan Dan Diklaim...;JANGAN MINUM PEMBERSIH TOILET YA KANG YAYUK...:grin::grin: Tiongkok melarang...;[SALAH] Coca-Cola Bahaya Untuk Kesehatan...;Kesehatan;JANGAN MINUM PEMBERSIH TOILET YA KANG...;31/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] “Monkeypox sudah terdeteksi di Jakarta, salah...;Beredar sebuah video di aplikasi percakapan Whatsapp dengan narasi...;[SALAH] “Monkeypox sudah terdeteksi di...;Kesehatan;Beredar sebuah video di aplikasi percakapan...;30/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] Pisang Dempet Sebabkan Anak Lahir dengan...;“Hati-hati jangan makan pisang seperti ini. Boleh percaya boleh...;[SALAH] Pisang Dempet Sebabkan Anak...;Kesehatan;“Hati-hati jangan makan pisang seperti ini....;28/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] Pemeriksaan Kadar Kolesterol dengan Genggaman Tangan;“Cara mudah dan simpel cek kadar kolesterol hanya dengan...;[SALAH] Pemeriksaan Kadar Kolesterol dengan...;Kesehatan;“Cara mudah dan simpel cek kadar...;28/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[BELUM TERBUKTI] Rebusan Daun Sereh Dapat Sembuhkan...;1 Solusi Untuk 1000 Keluhan “???????? ?????????? ?????????? ??????????...;[BELUM TERBUKTI] Rebusan Daun Sereh...;Kesehatan;1 Solusi Untuk 1000 Keluhan “????????...;28/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=11;[SALAH] Vaksin COVID-19 Mengandung Logam Berat;Sedang memasukan cairan yang mengandung Racun logam berat ke...;[SALAH] Vaksin COVID-19 Mengandung Logam...;Kesehatan;Sedang memasukan cairan yang mengandung Racun...;27/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Vaksin Covid-19 Sinovac Sebabkan Mpox;Yang terkena jenis vaks ini,akan mengalami monkey pox Nauzubillah...;[SALAH] Vaksin Covid-19 Sinovac Sebabkan...;Kesehatan;Yang terkena jenis vaks ini,akan mengalami...;27/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Parfum, Pengharum Ruangan dan Parfum Dry...;“#PengingatDiri Kisah nyata dari seorang pengemar aroma terapi. Seorang...;[SALAH] Parfum, Pengharum Ruangan dan...;Kesehatan;“#PengingatDiri Kisah nyata dari seorang pengemar...;27/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH]: Telur Ayam Kampung dan madu mampu...;Cara cepat menurunkan demam tinggi;[SALAH]: Telur Ayam Kampung dan...;Kesehatan;Cara cepat menurunkan demam tinggi;26/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[BELUM TERBUKTI] Air Kelapa Dapat Membersihkan Lendir...;“Bismillah Yuk ikhtiar bersihkan lendir paru paru dan racun...;[BELUM TERBUKTI] Air Kelapa Dapat...;Kesehatan;“Bismillah Yuk ikhtiar bersihkan lendir paru...;26/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH]: Buah pala dan gula batu mampu...;Obat jantung yg berdebar kencang pakai ini!;[SALAH]: Buah pala dan gula...;Kesehatan;Obat jantung yg berdebar kencang pakai...;23/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Imbauan Bahaya Makanan Impor Thailand Karena...;“Assalammu’alaikum Wr Wb Breaking News : Meneruskan info dr...;[SALAH] Imbauan Bahaya Makanan Impor...;Kesehatan;“Assalammu’alaikum Wr Wb Breaking News :...;23/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Video Obat Kapsul Berisi Paku;“Tolong bantu di viralkan kepada keluarga… Teman2 kita semua…harus...;[SALAH] Video Obat Kapsul Berisi...;Kesehatan;“Tolong bantu di viralkan kepada keluarga…...;21/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Pengakuan AstraZeneca terkait Efek Samping Langka...;“MENYEDIHKAN Pentesan jantung kamu @breh.teuku07 selalu sakit tanpa sebab...;[SALAH] Pengakuan AstraZeneca terkait Efek...;Kesehatan;“MENYEDIHKAN Pentesan jantung kamu @breh.teuku07 selalu...;21/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[SALAH] Sembuhkan Mata Minus dengan Tanaman Pacing;Mata Minus Berangsur-angsur Normal Kembali !! Deskripsi: cara mengobati...;[SALAH] Sembuhkan Mata Minus dengan...;Kesehatan;Mata Minus Berangsur-angsur Normal Kembali !!...;19/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=12;[BELUM TERBUKTI] Bunga Telang Solusi Atasi Mata...;Tips menyembuhkan Darah tinggi permanen #reels#viralkan#hipertensi#daunmengkudu;[BELUM TERBUKTI] Bunga Telang Solusi...;Kesehatan;Tips menyembuhkan Darah tinggi permanen #reels#viralkan#hipertensi#daunmengkudu;19/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Vaksin Covid-19 Menggunakan Bahan Kimia Penyebab...;Seorang ilmuwan Farmasi Besar telah mengungkapkan bahwa Pfizer dan...;[SALAH] Vaksin Covid-19 Menggunakan Bahan...;Kesehatan;Seorang ilmuwan Farmasi Besar telah mengungkapkan...;19/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Pesan Himbauan Dubes KL Tentang Bahaya...;“InnaLillahi wa Inna Illaihi roji’un Assalammu’alaikum Wr Wb Breaking...;[SALAH] Pesan Himbauan Dubes KL...;Kesehatan;“InnaLillahi wa Inna Illaihi roji’un Assalammu’alaikum...;17/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[BELUM TERBUKTI] Air Rebusan Daun Sirih Dapat...;“MATA MERAH DAN GATAL2 KARNA IRITASI COBA RESEP INI…”.;[BELUM TERBUKTI] Air Rebusan Daun...;Kesehatan;“MATA MERAH DAN GATAL2 KARNA IRITASI...;16/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[BELUM TERBUKTI] Getah Mahkota Duri Bisa Obati...;“GETAH MAHKOTA DURI BISA OBATI SAKIT GIGI BERLOBANG…”.;[BELUM TERBUKTI] Getah Mahkota Duri...;Kesehatan;“GETAH MAHKOTA DURI BISA OBATI SAKIT...;16/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Cek Kesehatan Lambung Dengan Melihat Gerakan...;“CEK KESEHATAN LAMBUNG DENGAN TANGAN KIRI”.;[SALAH] Cek Kesehatan Lambung Dengan...;Kesehatan;“CEK KESEHATAN LAMBUNG DENGAN TANGAN KIRI”.;13/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Akar Kelapa dan Kuning Telur Bisa...;“betah sampai pagi, mama kaget papa jadi romantis Caranya:...;[SALAH] Akar Kelapa dan Kuning...;Kesehatan;“betah sampai pagi, mama kaget papa...;13/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Filter rokok mengandung darah babi;SEMUA PABRIK ROKOK MENGGUNAKAN DARAH BABI SUPAYA PARA PEROKOK...;[SALAH] Filter rokok mengandung darah...;Kesehatan;SEMUA PABRIK ROKOK MENGGUNAKAN DARAH BABI...;13/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Anak Kejang-Kejang di Gorontalo Akibat Keracunan...;sekedar info skrng di igd RS Bunda (Gorontalo) banyak...;[SALAH] Anak Kejang-Kejang di Gorontalo...;Kesehatan;sekedar info skrng di igd RS...;12/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Sesak Napas Akut Bisa Sembuh Dengan...;Sesak Nafas Akut Sembuh Total Hanya Menekan Titik Ini...;[SALAH] Sesak Napas Akut Bisa...;Kesehatan;Sesak Nafas Akut Sembuh Total Hanya...;12/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=13;[SALAH] Bersihkan Rahim dari Kista Minimal Minum...;“awalnya telat haid 3 bulan, ternyata pas di cek...;[SALAH] Bersihkan Rahim dari Kista...;Kesehatan;“awalnya telat haid 3 bulan, ternyata...;12/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Vaksin Pfizer Dipakai untuk Mengendalikan Pikiran...;“Frekuensi yang dikirimkan melalui satelit, drone dan/atau menara seluler...;[SALAH] Vaksin Pfizer Dipakai untuk...;Kesehatan;“Frekuensi yang dikirimkan melalui satelit, drone...;12/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Dokter Jepang Temukan Air Hangat Sembuhkan...;Info kesehatan dan manfaat air hangat yang anda belum...;[SALAH] Dokter Jepang Temukan Air...;Kesehatan;Info kesehatan dan manfaat air hangat...;11/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Terapi Minuman Rempah Bisa Menggantikan Cuci...;Terapi Minuman Rempah Bisa Menggantikan Cuci Darah untuk Penderita...;[SALAH] Terapi Minuman Rempah Bisa...;Kesehatan;Terapi Minuman Rempah Bisa Menggantikan Cuci...;10/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[BELUM TERBUKTI] Mengkudu Menyembuhkan Darah Tinggi Secara...;Tips menyembuhkan Darah tinggi permanen #reels #viralkan #hipertensi #daunmengkudu;[BELUM TERBUKTI] Mengkudu Menyembuhkan Darah...;Kesehatan;Tips menyembuhkan Darah tinggi permanen #reels...;07/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Petinju Wanita Aljazair Imane Khelif adalah...;Kasihan sih ini kejadian di olimpiade dimana boxer cewek...;[SALAH] Petinju Wanita Aljazair Imane...;Kesehatan;Kasihan sih ini kejadian di olimpiade...;07/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Jepang Menyatakan Darurat Atas Ledakan Kanker...;Jepang Menyatakan Darurat Atas Ledakan Kanker mRNA SUMBER ARSIP:...;[SALAH] Jepang Menyatakan Darurat Atas...;Kesehatan;Jepang Menyatakan Darurat Atas Ledakan Kanker...;06/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] Nikola Tesla Menyatakan Bahwa Frekuensi Suara...;“dalam tubuh, ada banyak unsur molekul senyawa yang memiliki...;[SALAH] Nikola Tesla Menyatakan Bahwa...;Kesehatan;“dalam tubuh, ada banyak unsur molekul...;06/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH] “Undur-undur Obat Diabetes”;Hasil periksa fakta Moch. Marcellodiansyah Faktanya pakar menyebut bahwa...;[SALAH] “Undur-undur Obat Diabetes”;Kesehatan;Hasil periksa fakta Moch. Marcellodiansyah Faktanya...;02/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[PENIPUAN] Wawancara Najwa Shihab dengan Aa Gym...;“Pesan dengan diskon 50% di sini Prostatitis tidak akan...;[PENIPUAN] Wawancara Najwa Shihab dengan...;Kesehatan;“Pesan dengan diskon 50% di sini...;02/08/2024
https://turnbackhoax.id/articles?category=kesehatan&page=14;[SALAH]:Waktu mandi yang mengakibatkan kematian;Mandi pada 3 waktu ini ternyata dapat berakibat kematian.;[SALAH]:Waktu mandi yang mengakibatkan kematian;Kesehatan;Mandi pada 3 waktu ini ternyata...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[BELUM TERBUKTI]: Kerokan di leher dapat mengakibatkan...;Hindari kerokan disekitar leher, karena kebiasaan ini berpotensi mengakibatkan...;[BELUM TERBUKTI]: Kerokan di leher...;Kesehatan;Hindari kerokan disekitar leher, karena kebiasaan...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH]: Vaksin covid mengakibatkan HIV;Jika polanya sama saat Covid kemarin… tinggal tunggu rame...;[SALAH]: Vaksin covid mengakibatkan HIV;Kesehatan;Jika polanya sama saat Covid kemarin…...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] Cuci Ginjal Alami Dengan Menggunakan Rebusan...;Assalamu’alaikum Warrahmatullahiwabarakhatuh.Bismillah….. *CUCI GUNJAL – CUCI GINJAL :kissing_heart:*TIPS CUCI...;[SALAH] Cuci Ginjal Alami Dengan...;Kesehatan;Assalamu’alaikum Warrahmatullahiwabarakhatuh.Bismillah….. *CUCI GUNJAL – CUCI...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] Tutorial Mengetahui Usia Paru-paru dengan Tes...;Yuuk kita tes paru paru kita…… Saya berhasil tahan...;[SALAH] Tutorial Mengetahui Usia Paru-paru...;Kesehatan;Yuuk kita tes paru paru kita……...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] IDI Peringatkan Adanya Wabah Pengerasan Otak...;[ :bangbang::bangbang:WARNING:bangbang::bangbang: Tolong disebar luas kan Mohon ijin info...;[SALAH] IDI Peringatkan Adanya Wabah...;Kesehatan;[ :bangbang::bangbang:WARNING:bangbang::bangbang: Tolong disebar luas kan...;31/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[PENIPUAN] dr. Zaidul Akbar Mempromosikan Metode Penyembuhan...;Jangan lewatkan kesempatan jika Anda mengalami masalah penglihatan! Saat...;[PENIPUAN] dr. Zaidul Akbar Mempromosikan...;Kesehatan;Jangan lewatkan kesempatan jika Anda mengalami...;30/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] Tuli Dapat Sembuh dengan Konsumsi Obat-obatan;20 TAHUN TULI Sembuh Permanen Ambil Promo Khusus Hari...;[SALAH] Tuli Dapat Sembuh dengan...;Kesehatan;20 TAHUN TULI Sembuh Permanen Ambil...;30/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] Pijat Refleksi Tangan untuk Menghilangkan Bau...;“nafas bau jika teman-teman mengalami masalah dengan nafas berbau...;[SALAH] Pijat Refleksi Tangan untuk...;Kesehatan;“nafas bau jika teman-teman mengalami masalah...;30/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[SALAH] Asam Urat dan Kolesterol Tinggi Bisa...;“Asam Urat dan Kolesterol Tinggi Asam Urat dan Kolesterol...;[SALAH] Asam Urat dan Kolesterol...;Kesehatan;“Asam Urat dan Kolesterol Tinggi Asam...;30/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=15;[PENIPUAN] Video Testimoni dan Promosi Obat Sakit...;“Bahkan pada usia 90 tahun, penglihatan Anda akan 100%!”...;[PENIPUAN] Video Testimoni dan Promosi...;Kesehatan;“Bahkan pada usia 90 tahun, penglihatan...;29/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Warga Kalimantan Bertingkah Tak Wajar Karena...;YG LG MARAK DI KALIMANTAN SETAHUN YG LALU PADA...;[SALAH] Warga Kalimantan Bertingkah Tak...;Kesehatan;YG LG MARAK DI KALIMANTAN SETAHUN...;29/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Rebusan Alang-alang dan Setengah Jeruk Nipis...;“URIN YG BERBUSA ADALAH SALAH SATU CIRI GINJAL SUDAH...;[SALAH] Rebusan Alang-alang dan Setengah...;Kesehatan;“URIN YG BERBUSA ADALAH SALAH SATU...;29/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Semua Vaksin Covid-19 Mengandung Teknologi Nano...;“Semua vaksin yang diuji Pfizer, AstraZeneca, Johnson dan Moderna...;[SALAH] Semua Vaksin Covid-19 Mengandung...;Kesehatan;“Semua vaksin yang diuji Pfizer, AstraZeneca,...;29/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Hasil Rontgen Paru - Paru Menunjukkan...;Di Rumah Sakit India. Hasil Rontgen Pasien Menunjukkan Ada...;[SALAH] Hasil Rontgen Paru -...;Kesehatan;Di Rumah Sakit India. Hasil Rontgen...;28/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Cara Deteksi Stroke Melalui Gerakan Jari;“Cara Mendeteksi Stroke Melalui Gerakan Jari #stroke #jaritangan” “Coba...;[SALAH] Cara Deteksi Stroke Melalui...;Kesehatan;“Cara Mendeteksi Stroke Melalui Gerakan Jari...;27/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH] Dalam 15 Menit Air Tebu Akan...;“apakah kalian tahu ternyata minuman es tebu memiliki masa...;[SALAH] Dalam 15 Menit Air...;Kesehatan;“apakah kalian tahu ternyata minuman es...;27/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[PENIPUAN] Video Testimoni dan Promosi Obat Nyeri...;“Hentikan penggunaan panadol dan voltaren untuk meredakan nyeri sendi,...;[PENIPUAN] Video Testimoni dan Promosi...;Kesehatan;“Hentikan penggunaan panadol dan voltaren untuk...;27/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[PENIPUAN]: Mantan Mentri Kesehatan Terawan promosikan obat...;Direkomendasikan untuk seluruh pria Indonesia!”Jika Anda memiliki masalah dengan...;[PENIPUAN]: Mantan Mentri Kesehatan Terawan...;Kesehatan;Direkomendasikan untuk seluruh pria Indonesia!”Jika Anda...;26/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[SALAH]: Seduhan bawang putih, kunyit dan jahe...;Paru-paru sehat bersih dari lendir dan assap;[SALAH]: Seduhan bawang putih, kunyit...;Kesehatan;Paru-paru sehat bersih dari lendir dan...;26/07/2024
https://turnbackhoax.id/articles?category=kesehatan&page=16;[PENIPUAN] dr. Lie Dharmawan: “Menggunakan 1 Sendok...;“:face_with_monocle: Bagaimana saya membantu lebih dari 3 juta orang...;[PENIPUAN] dr. Lie Dharmawan: “Menggunakan...;Kesehatan;“:face_with_monocle: Bagaimana saya membantu lebih dari...;26/07/2024
https://turnbackhoax.id/articles?category=bencana&page=1;[SALAH] BMKG: Kemarau 2026 Bakal Jadi yang...;Beredar unggahan gambar [arsip] dari akun Facebook “Indonesia Terkini...;[SALAH] BMKG: Kemarau 2026 Bakal...;Bencana;Beredar unggahan gambar [arsip] dari akun...;21/04/2026
https://turnbackhoax.id/articles?category=bencana&page=1;[SALAH] Jutaan Burung Gagak Serbu AS, Warga...;Pada Selasa (24/3/2026) akun Facebook “Tarmizi Barmawi” mengunggah video...;[SALAH] Jutaan Burung Gagak Serbu...;Bencana;Pada Selasa (24/3/2026) akun Facebook “Tarmizi...;06/04/2026
https://turnbackhoax.id/articles?category=bencana&page=1;[SALAH] BMKG Prediksi Potensi Tsunami dan Megathrust...;Akun Facebook “Chika Permada” pada Sabtu (14/2/2026) mengunggah foto...;[SALAH] BMKG Prediksi Potensi Tsunami...;Bencana;Akun Facebook “Chika Permada” pada Sabtu...;06/03/2026
